dish_id,calories_x,mass_x,fat_x,carb_x,protein_x,calories_y,mass_y,fat_y,carb_y,protein_y,overhead_rgb_calories,overhead_rgb_mass,overhead_rgb_fat,overhead_rgb_carb,overhead_rgb_protein,overhead_rgb_brightness_minus_calories,overhead_rgb_brightness_minus_mass,overhead_rgb_brightness_minus_fat,overhead_rgb_brightness_minus_carb,overhead_rgb_brightness_minus_protein,overhead_rgb_brightness_plus_calories,overhead_rgb_brightness_plus_mass,overhead_rgb_brightness_plus_fat,overhead_rgb_brightness_plus_carb,overhead_rgb_brightness_plus_protein,overhead_rgb_contrast_minus_calories,overhead_rgb_contrast_minus_mass,overhead_rgb_contrast_minus_fat,overhead_rgb_contrast_minus_carb,overhead_rgb_contrast_minus_protein,overhead_rgb_contrast_plus_calories,overhead_rgb_contrast_plus_mass,overhead_rgb_contrast_plus_fat,overhead_rgb_contrast_plus_carb,overhead_rgb_contrast_plus_protein,overhead_rgb_saturation_minus_calories,overhead_rgb_saturation_minus_mass,overhead_rgb_saturation_minus_fat,overhead_rgb_saturation_minus_carb,overhead_rgb_saturation_minus_protein,overhead_rgb_saturation_plus_calories,overhead_rgb_saturation_plus_mass,overhead_rgb_saturation_plus_fat,overhead_rgb_saturation_plus_carb,overhead_rgb_saturation_plus_protein,calories,mass,fat,carb,protein,side_angle_rgb_calories,side_angle_rgb_mass,side_angle_rgb_fat,side_angle_rgb_carb,side_angle_rgb_protein,side_angle_rgb_brightness_minus_calories,side_angle_rgb_brightness_minus_mass,side_angle_rgb_brightness_minus_fat,side_angle_rgb_brightness_minus_carb,side_angle_rgb_brightness_minus_protein,side_angle_rgb_brightness_plus_calories,side_angle_rgb_brightness_plus_mass,side_angle_rgb_brightness_plus_fat,side_angle_rgb_brightness_plus_carb,side_angle_rgb_brightness_plus_protein,side_angle_rgb_contrast_minus_calories,side_angle_rgb_contrast_minus_mass,side_angle_rgb_contrast_minus_fat,side_angle_rgb_contrast_minus_carb,side_angle_rgb_contrast_minus_protein,side_angle_rgb_contrast_plus_calories,side_angle_rgb_contrast_plus_mass,side_angle_rgb_contrast_plus_fat,side_angle_rgb_contrast_plus_carb,side_angle_rgb_contrast_plus_protein,side_angle_rgb_saturation_minus_calories,side_angle_rgb_saturation_minus_mass,side_angle_rgb_saturation_minus_fat,side_angle_rgb_saturation_minus_carb,side_angle_rgb_saturation_minus_protein,side_angle_rgb_saturation_plus_calories,side_angle_rgb_saturation_plus_mass,side_angle_rgb_saturation_plus_fat,side_angle_rgb_saturation_plus_carb,side_angle_rgb_saturation_plus_protein
dish_1563984242,402.117035,753.0,3.30239,36.819611,49.407761,402.117035,753.0,3.30239,36.819611,49.407761,330.86,364.0,6.738,55.603500000000004,8.560500000000001,381.0,375.0,13.36,53.112500000000004,8.7375,434.3,516.0,7.042,77.73150000000001,9.7925,301.18,308.0,6.626,49.4435,8.336500000000001,394.3,391.0,6.857,69.619,8.905,530.4200000000001,513.0,17.566000000000003,78.6405,7.4735,199.8,491.0,1.032,36.669,7.445,402.117035,753.0,3.30239,36.819611,49.407761,446.90999999999997,801.0,1.46056,90.2025,6.58265,282.62,483.0,0.7510000000000001,58.900499999999994,5.3435,355.76,621.0,0.9745600000000001,74.4945,5.7713,282.62,483.0,0.7510000000000001,58.900499999999994,5.3435,109.5,150.0,0.15,22.5,3.0,224.0,350.0,6.75,32.55,5.2,366.65,605.0,1.271,73.7705,5.74885
dish_1558459276,102.699997,79.0,0.237,22.120001,2.133,102.699997,79.0,0.237,22.120001,2.133,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,102.699997,79.0,0.237,22.120001,2.133,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75,202.5,150.0,1.35,43.05,3.75
dish_1560974707,55.025124,60.0,2.003546,7.088692,2.992605,55.025124,60.0,2.003546,7.088692,2.992605,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,40.5,850.0,0.21000000000000005,2.805,4.455000000000001,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,55.025124,60.0,2.003546,7.088692,2.992605,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,42.629999999999995,189.0,0.6657000000000001,4.5484,2.462,0.0,700.0,0.0,0.0,0.0
dish_1565119669,55.965,229.0,1.0305,10.842,3.2725,55.965,229.0,1.0305,10.842,3.2725,70.41,303.0,0.6852900000000002,6.3921,6.195,29.91,153.0,0.47529000000000005,3.5871000000000004,1.74,231.0,300.0,8.535000000000002,23.055,9.450000000000001,1.41,3.0,0.02529,0.1371,0.09,190.5,150.0,8.325000000000001,20.25,4.995,28.5,150.0,0.45000000000000007,3.45,1.65,106.41,303.0,1.9752900000000002,9.5871,7.74,55.965,229.0,1.0305,10.842,3.2725,28.5,850.0,0.45000000000000007,3.45,1.65,28.5,850.0,0.45000000000000007,3.45,1.65,48.019999999999996,972.0,0.7672000000000001,5.5484,2.626,28.5,850.0,0.45000000000000007,3.45,1.65,105.0,1000.0,1.9500000000000002,9.45,7.65,28.5,850.0,0.45000000000000007,3.45,1.65,28.5,850.0,0.45000000000000007,3.45,1.65
dish_1566417516,385.402527,425.0,36.516472,23.505039,33.699574,385.402527,425.0,36.516472,23.505039,33.699574,274.5,1000.0,6.825,44.550000000000004,5.699999999999999,274.5,1000.0,6.825,44.550000000000004,5.699999999999999,28.5,850.0,0.45000000000000007,3.45,1.65,28.5,850.0,0.45000000000000007,3.45,1.65,49.05,850.0,0.4200000000000001,6.255,1.845,108.00999999999999,894.0,4.204000000000001,6.475,7.785,28.5,850.0,0.45000000000000007,3.45,1.65,385.402527,425.0,36.516472,23.505039,33.699574,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,414.0,1000.0,6.9,74.69999999999999,11.55,109.5,850.0,0.15,22.5,3.0,8.0,750.0,0.05,1.15,0.35,230.02,1722.0,1.7172,46.298399999999994,5.076
dish_1563393217,49.230003,228.0,0.467667,9.802668,2.865667,49.230003,228.0,0.467667,9.802668,2.865667,429.03999999999996,501.0,33.4755,15.161999999999999,8.613000000000001,79.30000000000001,300.0,1.3155000000000001,8.931000000000001,4.995,79.3,1000.0,1.3155000000000001,8.931,4.995,433.14,531.0,32.9355,19.241999999999997,6.843000000000001,107.8,450.0,1.7655,12.381,6.645,203.4,180.0,8.5005,22.461,5.37,107.80000000000001,450.0,1.7655000000000003,12.381,6.645,49.230003,228.0,0.467667,9.802668,2.865667,112.9,380.0,1.3255,15.161,5.775,121.3,450.0,1.4655,16.281,6.195,121.30000000000001,450.0,1.4655,16.281,6.195,102.30000000000001,400.0,1.4155000000000002,13.631,5.9350000000000005,135.9,480.0,1.4255,19.860999999999997,6.715,121.30000000000001,450.0,1.4655,16.281,6.195,112.9,380.0,1.3255,15.161,5.775
dish_1562789268,569.511536,350.0,22.733551,64.756828,32.585655,569.511536,350.0,22.733551,64.756828,32.585655,90.0,300.0,1.35,14.759999999999998,3.06,342.0,240.0,11.969999999999999,14.759999999999998,42.21,90.0,90.0,1.35,14.759999999999998,3.06,472.5,290.0,21.669999999999998,14.959999999999997,52.16,716.288,478.0,19.05,20.144,101.852,342.0,240.0,11.969999999999999,14.759999999999998,42.21,90.0,90.0,1.35,14.759999999999998,3.06,569.511536,350.0,22.733551,64.756828,32.585655,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3
dish_1563998323,634.505066,574.0,32.486301,35.302532,52.964516,634.505066,574.0,32.486301,35.302532,52.964516,37.5,150.0,0.45000000000000007,4.2,2.7,37.5,150.0,0.45000000000000007,4.2,2.7,219.0,300.0,3.1500000000000004,4.2,42.0,37.5,150.0,0.45000000000000007,4.2,2.7,465.0,450.0,9.525,45.300000000000004,46.05,37.5,150.0,0.45000000000000007,4.2,2.7,465.0,450.0,9.525,45.300000000000004,46.05,634.505066,574.0,32.486301,35.302532,52.964516,355.9,470.0,18.25,9.8,34.14,355.9,470.0,18.25,9.8,34.14,318.4,320.0,17.8,5.6,31.439999999999998,239.5,350.0,3.7,5.6,43.5,355.9,470.0,18.25,9.8,34.14,753.2,420.0,35.910000000000004,0.0,105.56,659.2,480.0,37.96000000000001,8.959999999999999,67.28
dish_1561492204,488.636322,334.0,15.686282,49.120712,37.193401,488.636322,334.0,15.686282,49.120712,37.193401,233.5,200.0,1.0525000000000002,49.15,6.0,253.02,322.0,1.3697000000000004,51.2484,6.976,337.8,270.0,5.133500000000001,62.589999999999996,9.01,216.0,150.0,0.8400000000000002,47.55,4.65,220.0,200.0,1.5625,44.65,5.1,220.0,200.0,1.5625,44.65,5.1,233.5,200.0,1.0525000000000002,49.15,6.0,488.636322,334.0,15.686282,49.120712,37.193401,590.0,850.0,26.862499999999997,56.15,28.6,250.0,200.0,1.8624999999999998,49.15,6.6,17.5,750.0,0.21250000000000002,1.6,1.35,250.0,200.0,1.8624999999999998,49.15,6.6,250.0,200.0,1.8624999999999998,49.15,6.6,250.0,200.0,1.8624999999999998,49.15,6.6,220.0,900.0,1.5625,44.65,5.1
dish_1567613057,406.68631,749.0,4.968488,45.862511,40.6982,406.68631,749.0,4.968488,45.862511,40.6982,237.20000000000002,305.0,1.7332000000000003,45.3794,8.125,330.02,422.0,9.1672,52.3484,6.526,467.79999999999995,530.0,12.7993,67.9428,15.9526,312.08,386.0,1.8325,63.730399999999996,6.6526,292.56,264.0,1.5153,61.632,5.6766,442.58,436.0,11.532499999999999,63.93039999999999,16.6026,334.56,414.0,1.6653,68.982,6.8766,406.68631,749.0,4.968488,45.862511,40.6982,340.08,586.0,2.0325,67.5304,7.8526,287.52,622.0,2.3172,53.148399999999995,8.626000000000001,743.95,841.0,25.6825,92.7304,28.9576,358.06,614.0,2.1653000000000002,69.632,9.5766,312.08,386.0,1.8325,63.730399999999996,6.6526,292.56,264.0,1.5153,61.632,5.6766,340.08,586.0,2.0325,67.5304,7.8526
dish_1563996485,178.039185,201.0,11.607642,16.567097,4.172902,178.039185,201.0,11.607642,16.567097,4.172902,8.0,50.0,0.05,1.15,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,750.0,0.05,1.15,0.35,8.0,50.0,0.05,1.15,0.35,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.039185,201.0,11.607642,16.567097,4.172902,254.0,900.0,6.425,42.25,4.3999999999999995,8.0,750.0,0.05,1.15,0.35,254.0,900.0,6.425,42.25,4.3999999999999995,254.0,900.0,6.425,42.25,4.3999999999999995,0.0,700.0,0.0,0.0,0.0,254.0,900.0,6.425,42.25,4.3999999999999995,8.0,750.0,0.05,1.15,0.35
dish_1559678330,169.694122,150.0,16.186766,5.269608,3.199019,169.694122,150.0,16.186766,5.269608,3.199019,17.5,750.0,0.21250000000000002,1.6,1.35,17.5,750.0,0.21250000000000002,1.6,1.35,17.5,750.0,0.21250000000000002,1.6,1.35,17.5,750.0,0.21250000000000002,1.6,1.35,25.9,120.0,0.35250000000000004,2.72,1.77,17.5,750.0,0.21250000000000002,1.6,1.35,17.5,750.0,0.21250000000000002,1.6,1.35,169.694122,150.0,16.186766,5.269608,3.199019,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0
dish_1563998210,148.089218,91.0,4.958992,2.163187,22.614895,148.089218,91.0,4.958992,2.163187,22.614895,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,181.5,150.0,2.7,0.0,39.3,0.0,0.0,0.0,0.0,0.0,148.089218,91.0,4.958992,2.163187,22.614895,1206.32,424.0,62.33599999999999,107.20736,50.647999999999996,159.04,112.0,10.998400000000002,1.2096,13.663999999999998,45.0,180.0,1.44,4.86,3.06,45.0,180.0,1.44,4.86,3.06,159.04,112.0,10.998400000000002,1.2096,13.663999999999998,101.25,305.0,3.315,10.61,7.1850000000000005,159.04,112.0,10.998400000000002,1.2096,13.663999999999998
dish_1565033110,47.599998,147.0,0.588,9.355,3.418,47.599998,147.0,0.588,9.355,3.418,0.0,0.0,0.0,0.0,0.0,58.0,200.0,1.0,5.6,4.2,58.0,200.0,1.0,5.6,4.2,58.0,200.0,1.0,5.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,200.0,1.0,5.6,4.2,47.599998,147.0,0.588,9.355,3.418,97.65,15.0,10.815,0.015,0.045,19.52,122.0,0.31720000000000004,2.0984,0.9760000000000001,64.5,250.0,1.1165,6.074999999999999,4.8,58.0,200.0,1.0,5.6,4.2,58.0,200.0,1.0,5.6,4.2,58.0,200.0,1.0,5.6,4.2,97.65,15.0,10.815,0.015,0.045
dish_1558459115,271.540009,298.0,10.487999,43.459003,6.616,271.540009,298.0,10.487999,43.459003,6.616,466.35,335.0,17.729560000000003,61.834,10.643799999999999,466.35,335.0,17.729560000000003,61.834,10.643799999999999,466.35,335.0,17.729560000000003,61.833999999999996,10.643799999999999,394.71000000000004,197.0,16.365999999999996,48.339999999999996,11.655999999999999,466.35,335.0,17.729560000000003,61.834,10.6438,447.75,455.0,2.45956,81.094,17.2138,393.21000000000004,197.0,17.506000000000004,46.239999999999995,10.216000000000001,271.540009,298.0,10.487999,43.459003,6.616,466.35,335.0,17.729560000000003,61.834,10.6438,466.35,335.0,17.729560000000003,61.834,10.6438,466.35,335.0,17.729560000000003,61.834,10.6438,632.34,578.0,18.12656,97.64399999999999,11.9378,344.45000000000005,315.0,16.70456,34.514,7.5438,632.34,578.0,18.12656,97.644,11.9378,466.35,335.0,17.729560000000003,61.833999999999996,10.6438
dish_1563468269,129.01001,302.0,0.56,32.762001,1.768,129.01001,302.0,0.56,32.762001,1.768,201.78,339.0,0.6901250000000001,43.05,2.1397500000000003,201.78,339.0,0.6901250000000001,43.05,2.1397500000000003,198.18,331.0,0.6661250000000001,42.709999999999994,2.02775,201.78,339.0,0.6901250000000001,43.05,2.1397500000000003,198.18,331.0,0.6661250000000001,42.709999999999994,2.02775,201.78,339.0,0.6901250000000001,43.05,2.1397500000000003,149.0,250.0,0.55,32.15,1.99,129.01001,302.0,0.56,32.762001,1.768,165.78,389.0,0.640125,27.639999999999997,2.8897500000000003,165.78,389.0,0.640125,27.639999999999997,2.8897500000000003,162.18,381.0,0.616125,27.299999999999997,2.77775,285.78,589.0,1.040125,50.839999999999996,4.08975,165.78,389.0,0.640125,27.639999999999997,2.8897500000000003,165.78,389.0,0.640125,27.639999999999997,2.8897500000000003,165.78,389.0,0.640125,27.64,2.8897500000000003
dish_1562873028,280.3414,320.0,16.123878,34.232201,20.963665,280.3414,320.0,16.123878,34.232201,20.963665,822.41,897.0,24.216500000000003,35.67,111.701,562.01,777.0,7.416500000000001,35.67,84.461,562.01,777.0,7.416500000000001,35.67,84.461,822.41,897.0,24.216500000000003,35.67,111.70100000000001,562.01,777.0,7.416500000000001,35.67,84.461,277.01,507.0,9.9485,17.82,25.405999999999995,452.51,627.0,7.2665000000000015,13.17,81.461,280.3414,320.0,16.123878,34.232201,20.963665,1753.73,1871.0,69.79249999999999,139.29736,134.589,1779.1200000000001,1854.0,75.02399999999999,136.61636,133.88400000000001,1842.63,1391.0,75.53249999999998,146.20636,136.465,1784.73,1871.0,75.15999999999998,137.46635999999998,134.02,570.41,1377.0,31.346,40.299,29.052,572.8,1430.0,12.687999999999999,29.409,83.236,1753.73,1171.0,69.79249999999999,139.29736,134.589
dish_1561580370,126.795876,124.0,4.96353,16.20141,5.41,126.795876,124.0,4.96353,16.20141,5.41,458.0,350.0,17.8,59.1,12.100000000000001,674.75,575.0,31.525000000000006,41.7,52.1,260.0,200.0,14.8,24.6,5.2,578.0,450.0,25.200000000000003,60.7,23.6,380.0,300.0,22.200000000000003,26.200000000000003,16.7,260.0,200.0,14.8,24.6,5.2,260.0,200.0,14.8,24.6,5.2,126.795876,124.0,4.96353,16.20141,5.41,58.0,200.0,1.0,5.6,4.2,605.74,551.0,36.16,46.331,14.718,256.0,350.0,4.0,40.1,11.100000000000001,256.0,350.0,4.0,40.1,11.100000000000001,298.0,500.0,4.15,47.45,12.3,547.74,351.0,35.16,40.731,10.518,605.74,551.0,36.16,46.331,14.718000000000002
dish_1562618000,685.993896,448.0,36.103981,30.821442,59.159676,685.993896,448.0,36.103981,30.821442,59.159676,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,58.0,900.0,1.0,5.6,4.2,0.0,700.0,0.0,0.0,0.0,58.0,900.0,1.0,5.6,4.2,398.0,850.0,26.0,12.6,26.2,0.0,700.0,0.0,0.0,0.0,685.993896,448.0,36.103981,30.821442,59.159676,211.9,860.0,1.4400000000000002,43.05,5.890000000000001,289.42,1182.0,2.7572,50.7484,11.065999999999999,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,211.9,860.0,1.4400000000000002,43.05,5.890000000000001,0.0,700.0,0.0,0.0,0.0
dish_1561061658,226.000137,227.0,12.284481,24.678637,8.949248,226.000137,227.0,12.284481,24.678637,8.949248,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,226.000137,227.0,12.284481,24.678637,8.949248,0.0,700.0,0.0,0.0,0.0,,,,,,0.0,700.0,0.0,0.0,0.0,66.0,850.0,0.15,10.05,3.75,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0
dish_1559838402,222.759506,233.0,3.797,43.154999,5.249,222.759506,233.0,3.797,43.154999,5.249,434.47,485.0,7.0033,72.855,7.9925999999999995,476.47,635.0,7.153300000000001,80.205,9.192599999999999,434.47,485.0,7.0033,72.855,7.9925999999999995,434.47,485.0,7.0033,72.85500000000002,7.9925999999999995,434.47,485.0,7.0033,72.85500000000002,7.9925999999999995,98.41,221.0,0.4630000000000001,13.172999999999998,2.016,437.31,487.0,7.177300000000001,73.045,8.086599999999999,222.759506,233.0,3.797,43.154999,5.249,478.15,529.0,9.076,76.837,10.314,368.65000000000003,379.0,8.926,54.337,7.314,478.15,529.0,9.076,76.83699999999999,10.314,478.15,529.0,9.076,76.837,10.314,368.65,379.0,8.926,54.337,7.314,478.15,529.0,9.076,76.83699999999999,10.314,278.65,179.0,8.526,42.297000000000004,5.513999999999999
dish_1561753238,298.034393,333.0,13.71139,14.026631,28.881098,298.034393,333.0,13.71139,14.026631,28.881098,181.5,850.0,2.7,0.0,39.3,441.9,970.0,19.5,0.0,66.53999999999999,260.4,820.0,16.8,0.0,27.24,181.5,850.0,2.7,0.0,39.3,260.4,820.0,16.8,0.0,27.24,0.0,700.0,0.0,0.0,0.0,441.9,970.0,19.5,0.0,66.53999999999999,298.034393,333.0,13.71139,14.026631,28.881098,266.01,837.0,16.936,0.85,27.375999999999998,266.01,837.0,16.936,0.85,27.375999999999998,620.6800000000001,1150.0,29.2905,45.706999999999994,39.352999999999994,266.01,837.0,16.936,0.85,27.375999999999998,33.61,917.0,0.336,4.6499999999999995,1.3359999999999999,294.51,987.0,17.386,4.3,29.025999999999996,33.61,917.0,0.336,4.6499999999999995,1.3359999999999999
dish_1566938026,450.576294,219.0,17.546904,37.536308,33.509502,450.576294,219.0,17.546904,37.536308,33.509502,333.0,200.0,11.049999999999999,43.25,13.7,130.5,50.0,9.7,0.2,9.95,333.0,200.0,11.049999999999999,43.25,13.7,0.0,0.0,0.0,0.0,0.0,333.0,200.0,11.049999999999999,43.25,13.7,0.0,0.0,0.0,0.0,0.0,333.0,200.0,11.049999999999999,43.25,13.7,450.576294,219.0,17.546904,37.536308,33.509502,1524.12,651.0,77.4315,136.49036,66.19749999999999,0.0,210.0,0.0,0.0,0.0,1524.1200000000001,651.0,77.4315,136.49035999999998,66.19749999999999,0.0,210.0,0.0,0.0,0.0,317.8,227.0,15.095500000000001,29.283,15.549499999999998,324.3,107.0,16.426,29.212999999999997,13.597999999999999,317.8,227.0,15.095500000000001,29.283,15.549499999999998
dish_1562617703,179.630005,110.0,6.49,26.950001,4.51,179.630005,110.0,6.49,26.950001,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.630005,110.0,6.49,26.950001,4.51,198.0,150.0,3.0,34.5,6.9,490.24,128.0,26.752,54.656000000000006,6.4,198.0,150.0,3.0,34.5,6.9,490.24,128.0,26.752,54.656000000000006,6.4,236.4,40.0,18.52,10.76,4.16,490.24,128.0,26.752,54.656000000000006,6.4,0.0,0.0,0.0,0.0,0.0
dish_1559751801,451.635986,343.0,22.040001,32.778,29.228001,451.635986,343.0,22.040001,32.778,29.228001,135.91,371.0,0.9130000000000001,17.372999999999998,4.716,330.90999999999997,521.0,9.013,42.873,8.166,420.96999999999997,635.0,9.1783,61.455,10.092600000000001,222.37,477.0,1.0543,35.614999999999995,6.5306,547.56,764.0,17.815299999999997,66.172,15.8766,221.16,472.0,1.0393000000000001,35.162,6.5386,416.16,622.0,9.1393,60.662,9.988600000000002,451.635986,343.0,22.040001,32.778,29.228001,581.1600000000001,622.0,10.039299999999999,99.512,11.0386,737.1,658.0,16.249,122.02999999999999,13.162,581.1600000000001,622.0,10.039299999999999,99.512,11.0386,632.1600000000001,622.0,8.314300000000001,115.112,11.6386,815.6,708.0,17.723999999999997,127.68,25.212,624.66,622.0,15.0643,97.56200000000001,11.3386,581.1600000000001,622.0,10.039299999999999,99.512,11.0386
dish_1564000490,532.706482,325.0,19.150002,49.639648,39.909866,532.706482,325.0,19.150002,49.639648,39.909866,0.0,910.0,0.0,0.0,0.0,715.5,710.0,44.285,51.355,25.659999999999997,0.0,960.0,0.0,0.0,0.0,340.0,860.0,25.0,7.0,22.0,58.0,1110.0,1.0,5.6,4.2,846.0,1250.0,53.985,51.555,35.61,0.0,910.0,0.0,0.0,0.0,532.706482,325.0,19.150002,49.639648,39.909866,130.5,750.0,9.7,0.2,9.95,130.5,750.0,9.7,0.2,9.95,138.5,800.0,9.75,1.3499999999999999,10.299999999999999,130.5,750.0,9.7,0.2,9.95,130.5,750.0,9.7,0.2,9.95,130.5,750.0,9.7,0.2,9.95,130.5,750.0,9.7,0.2,9.95
dish_1564000459,485.186493,217.0,16.882004,44.995647,36.453865,485.186493,217.0,16.882004,44.995647,36.453865,0.0,210.0,0.0,0.0,0.0,130.5,50.0,9.7,0.2,9.95,0.0,210.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,130.5,50.0,9.7,0.2,9.95,0.0,210.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,485.186493,217.0,16.882004,44.995647,36.453865,0.0,210.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,45.0,390.0,1.44,4.86,3.06,1206.32,424.0,62.33599999999999,107.20736,50.647999999999996,0.0,210.0,0.0,0.0,0.0,159.04,112.0,10.998400000000002,1.2096,13.663999999999998
dish_1567628157,373.190979,355.0,36.018696,25.867041,37.479683,373.190979,355.0,36.018696,25.867041,37.479683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.190979,355.0,36.018696,25.867041,37.479683,28.92,832.0,0.4072,2.0984,3.116,201.02,972.0,3.0172000000000003,2.0984,40.275999999999996,237.01999999999998,1222.0,3.2672000000000003,7.048399999999999,41.82599999999999,0.0,700.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,181.5,850.0,2.7,0.0,39.3,219.0,1000.0,3.1500000000000004,4.2,42.0
dish_1566502505,454.517365,275.0,22.45969,33.146801,31.874937,454.517365,275.0,22.45969,33.146801,31.874937,481.9,500.0,8.360500000000002,16.36,82.77,107.5,140.0,1.5625,16.36,4.41,165.5,340.0,2.5625,21.959999999999997,8.610000000000001,107.5,140.0,1.5625,16.36,4.41,107.5,140.0,1.5625,16.36,4.41,347.0,490.0,5.2625,21.959999999999997,47.91,107.5,140.0,1.5625,16.36,4.41,454.517365,275.0,22.45969,33.146801,31.874937,558.0,400.0,10.7625,89.44999999999999,22.700000000000003,558.0,400.0,10.7625,89.44999999999999,22.700000000000003,558.0,400.0,10.7625,89.44999999999999,22.700000000000003,558.0,400.0,10.7625,89.44999999999999,22.700000000000003,558.0,400.0,10.7625,89.44999999999999,22.700000000000003,569.74,401.0,33.7225,50.881,8.718,423.245,270.0,2.7595,83.773,11.959999999999999
dish_1565728415,194.42775,80.0,8.405299,16.724396,12.005533,194.42775,80.0,8.405299,16.724396,12.005533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.42775,80.0,8.405299,16.724396,12.005533,35.6,5.0,3.855,0.145,0.075,159.04,112.0,10.998400000000002,1.2096,13.663999999999998,35.6,5.0,3.855,0.145,0.075,35.6,5.0,3.855,0.145,0.075,35.6,5.0,3.855,0.145,0.075,135.0,150.0,8.700000000000001,5.85,6.0,35.6,5.0,3.855,0.145,0.075
dish_1565383026,171.559998,287.0,14.031,12.198999,3.695,171.559998,287.0,14.031,12.198999,3.695,524.64,421.0,33.05,28.951,16.938000000000002,602.72,555.0,37.91,34.232400000000005,18.1908,182.9,270.0,0.9400000000000001,23.87,13.67,229.98000000000002,254.0,5.6499999999999995,23.3014,13.6328,221.57999999999998,884.0,5.51,22.1814,13.2128,579.72,455.0,37.809999999999995,29.532400000000003,17.250799999999998,235.59000000000003,271.0,5.786,24.151400000000002,13.768799999999999,171.559998,287.0,14.031,12.198999,3.695,275.02,472.0,1.5322,40.5484,14.946000000000002,255.5,350.0,1.215,38.45,13.97,174.9,220.0,0.89,22.720000000000002,13.32,255.5,350.0,1.2149999999999999,38.449999999999996,13.97,174.9,220.0,0.89,22.720000000000002,13.32,166.5,850.0,0.75,21.6,12.9,255.5,350.0,1.215,38.45,13.97
